strain,stress_mpa
0.0301899353567,203.374949584
0.0304415847253,210.407300303
0.0306932340938,202.428666824
0.0309448834624,238.728445357
0.0311965328309,217.441466333
0.0314481821995,187.764536248
0.031699831568,253.831648975
0.0319514809366,209.202413416
0.0322031303051,234.529399311
0.0324547796737,213.431535926
0.0327064290422,207.906547086
0.0329580784107,193.909503279
0.0332097277793,196.229301994
0.0334613771478,216.939977412
0.0337130265164,230.194136622
0.0339646758849,250.769189784
0.0342163252535,220.78438516
0.034467974622,198.542547203
0.0347196239906,204.304455273
0.0349712733591,186.108548562
0.0352229227277,157.985499518
0.0354732406181,233.60600448
0.0357248899866,220.323397099
0.0359765393552,247.055359143
0.0362281887237,226.318597596
0.0364798380923,204.647180559
0.0367314874608,191.676291251
0.0369831368294,191.721935261
0.0372347861979,232.331999093
0.0374864355664,200.933226165
0.037738084935,224.189251033
0.0379897343035,209.857364129
0.0382413836721,200.832410268
0.0384930330406,229.500146104
0.0387446824092,231.461448214
0.0389963317777,201.606562352
0.0392479811463,198.924550809
0.0394996305148,211.276218382
0.0397512798834,271.955143438
0.0400029292519,205.267558434
0.0402545786205,223.17631452
0.040506227989,207.388535136
0.0407578773575,196.344746507
0.041008195248,242.120554011
0.0412598446165,204.826947621
0.041511493985,252.774711781
0.0417631433536,213.726486946
0.0420147927221,218.083379507
0.0422664420907,224.554929172
0.0425180914592,261.53392292
0.0427697408278,266.537582196
0.0430213901963,247.088936333
0.0432730395649,249.636775977
0.0435246889334,243.421675375
0.043776338302,206.476053972
0.0440279876705,241.317787124
0.0442796370391,252.080562846
0.0445312864076,285.408292627
0.0447829357762,230.867857102
0.0450345851447,246.245417847
0.0452862345132,211.756574901
0.0455378838818,257.893757882
0.0457895332503,236.443081781
0.0460411826189,230.078803983
0.0462928319874,273.239053484
0.0465431498778,248.365677507
0.0467947992464,254.298954347
0.0470464486149,256.970290272
0.0472980979835,278.57751359
0.047549747352,242.684649785
0.0478013967206,267.902891478
0.0480530460891,279.415628009
0.0483046954577,263.509377611
0.0485563448262,264.834219565
0.0488079941948,279.291581235
0.0490596435633,313.516244831
0.0493112929318,275.800598776
0.0495629423004,292.718976716
0.0498145916689,257.550371174
0.0500662410375,266.203813951
0.050317890406,212.694076306
0.0505695397746,206.43267986
0.0508211891431,236.794508751
0.0510728385117,249.516508502
0.0513244878802,292.599462257
0.0515761372488,313.863834227
0.0518277866173,290.173808905
0.0520794359859,259.050011137
0.0523297538763,274.664058137
0.0525814032448,283.079422687
0.0528330526134,263.175333305
0.0530847019819,261.665735968
0.0533363513505,237.695429455
0.053588000719,263.371370704
0.0538396500875,281.823801003
0.0540912994561,252.238859765
0.0543429488246,251.146045628
0.0545945981932,216.209627421
0.0548462475617,241.725596427
0.0550978969303,276.816797434
0.0553495462988,263.996711296
0.0556011956674,279.043827361
0.0558528450359,295.173125385
0.0561044944045,262.092984905
0.056356143773,284.46749722
0.0566077931416,250.950516697
0.0568594425101,294.712647002
0.0571110918786,258.8471513
0.0573627412472,260.976219204
0.0576143906157,237.409017082
0.0578647085061,215.74558081
0.0581163578747,260.148369156
0.0583680072432,318.113628409
0.0586196566118,275.283222919
0.0588713059803,286.216649584
0.0591229553489,286.255228467
0.0593746047174,256.947402323
0.059626254086,230.026253252
0.0598779034545,269.356004334
0.0601295528231,279.069068841
0.0603812021916,302.663619192
0.0606328515602,312.482515753
0.0608845009287,270.77732205
0.0611361502973,301.318408457
0.0613877996658,286.836089741
0.0616394490343,241.243432366
0.0618910984029,265.496890053
0.0621427477714,244.489175047
0.06239439714,273.674168368
0.0626460465085,252.17154202
0.0628976958771,250.106327944
0.0631493452456,294.787844214
0.063399663136,268.442981692
0.0636513125046,302.77801728
0.0639029618731,283.130753288
0.0641546112417,220.938118043
0.0644062606102,311.766901994
0.0646579099788,254.720757656
0.0649095593473,242.250321022
0.0651612087159,281.095075908
0.0654128580844,284.87528623
0.0656645074529,259.36900843
0.0659161568215,280.255900025
0.06616780619,253.104485891
0.0664194555586,247.096930587
0.0666711049271,288.945957106
0.0669227542957,271.10942108
0.0671744036642,312.417997224
0.0674260530328,311.352653582
0.0676777024013,280.945049568
0.0679293517699,266.344813873
0.0681810011384,304.614661051
0.068432650507,303.988823213
0.0686842998755,250.682328344
0.0689359492441,281.903639469
0.0691862671345,326.26353594
0.069437916503,258.720273512
0.0696895658716,280.558738427
0.0699412152401,267.024884937
0.0701928646086,247.516192259
0.0704445139772,245.742675985
0.0706961633457,274.83890827
0.0709478127143,301.565511887
0.0711994620828,306.579816677
0.0714511114514,319.556986675
0.0717027608199,296.883164847
0.0719544101885,258.42802114
0.072206059557,280.052067474
0.0724577089256,210.041902351
0.0727093582941,279.12025505
0.0729610076627,261.011371947
0.0732126570312,293.252440694
0.0734643063997,295.157219835
0.0737159557683,271.394362531
0.0739676051368,281.21777866
0.0742192545054,237.271216917
0.0744709038739,245.932714223
0.0747212217643,299.381686706
0.0749728711329,257.709205584
0.0752245205014,291.077653131
0.07547616987,286.335388147
0.0757278192385,252.046766905
0.0759794686071,266.822785146
0.0762311179756,303.474564517
0.0764827673442,287.352187604
0.0767344167127,282.234891148
0.0769860660813,279.724467492
0.0772377154498,282.766713555
0.0774893648184,245.187816831
0.0777410141869,252.302582034
0.0779926635554,265.888927513
0.078244312924,270.871877384
0.0784959622925,283.122424501
0.0787476116611,269.551311454
0.0789992610296,274.055525851
0.0792509103982,254.744890322
0.0795025597667,277.864487229
0.0797542091353,263.441547311
0.0800058585038,250.711376271
0.0802561763942,277.800902903
0.0805078257628,273.910841032
0.0807594751313,283.088231321
0.0810111244999,272.366610237
0.0812627738684,270.076081
0.081514423237,235.301399427
0.0817660726055,308.629918206
0.082017721974,265.921057455
0.0822693713426,288.214340944
0.0825210207111,243.417516364
0.0827726700797,220.308800614
0.0830243194482,234.494002005
0.0832759688168,249.51679297
0.0835276181853,270.624771115
0.0837792675539,276.22008224
0.0840309169224,276.678660633
0.084282566291,279.991979704
0.0845342156595,250.142680874
0.0847858650281,250.508739608
0.0850375143966,269.150880424
0.0852891637652,290.879242217
0.0855408131337,251.17953544
0.0857924625022,264.999176496
0.0860427803927,292.721055736
0.0862944297612,251.058984103
0.0865460791297,228.907822703
0.0867977284983,267.572669137
0.0870493778668,265.651304038
0.0873010272354,295.404774848
0.0875526766039,281.979491625
0.0878043259725,265.251073958
0.088055975341,250.554252197
0.0883076247096,262.244785098
0.0885592740781,301.344881228
0.0888109234467,237.536593187
0.0890625728152,278.917320575
0.0893142221838,292.651399227
0.0895658715523,267.743120209
0.0898175209209,227.301517228
0.0900691702894,251.355682751
0.0903208196579,272.673223391
0.0905724690265,254.06906415
0.090824118395,266.459805062
0.0910757677636,263.543297619
0.0913274171321,325.8678135
0.0915777350225,207.782362109
0.0918293843911,221.533273996
0.0920810337596,282.979298582
0.0923326831282,224.436813003
0.0925843324967,266.36256237
0.0928359818653,243.190508077
0.0930876312338,248.766264721
0.0933392806024,255.91635534
0.0935909299709,256.276228823
0.0938425793395,289.35168799
0.094094228708,267.782260297
0.0943458780765,231.766850625
0.0945975274451,268.361034897
0.0948491768136,262.834312468
0.0951008261822,285.02090134
0.0953524755507,297.547639391
0.0956041249193,208.208453831
0.0958557742878,216.234669738
0.0961074236564,217.829139501
0.0963590730249,231.992071202
0.0966107223935,245.725770446
0.096862371762,288.964264621
0.0971126896524,273.190171967
0.097364339021,232.021925971
0.0976159883895,247.413223956
0.0978676377581,240.140005847
0.0981192871266,303.864356411
0.0983709364951,279.502246398
0.0986225858637,247.724180767
0.0988742352322,247.187342842
0.0991258846008,241.41009159
0.0993775339693,226.463453086
0.0996291833379,232.493815697
0.0998808327064,268.176380704
0.100132482075,266.066973806
0.100384131444,275.954851248
0.100635780812,281.559296317
0.100887430181,297.442420463
0.101139079549,281.457463089
0.101390728918,231.157775629
0.101642378286,276.859937771
0.101894027655,209.355936067
0.102145677023,250.032929327
0.102397326392,236.736872237
0.10264897576,227.691479272
0.102899293651,166.24881218
0.103150943019,216.432961309
0.103402592388,218.220459093
0.103654241756,258.222621446
0.103905891125,276.87692714
0.104157540494,227.384060352
0.104409189862,248.629889657
0.104660839231,199.668895314
0.104912488599,245.10188368
0.105164137968,241.697608941
0.105415787336,272.728227435
0.105667436705,228.161173596
0.105919086073,245.674815569
0.106170735442,252.118031287
0.10642238481,237.599618486
0.106674034179,233.072592119
0.106925683548,236.935810508
0.107177332916,279.532981617
0.107428982285,268.693197337
0.107680631653,252.965376617
0.107932281022,216.035926917
0.10818393039,216.48895377
0.108434248281,196.833335243
0.108685897649,224.094732721
0.108937547018,252.570873623
0.109189196386,243.994429845
0.109440845755,240.064352737
0.109692495123,233.264477977
0.109944144492,202.381378886
0.110195793861,232.562371877
0.110447443229,211.923525633
0.110699092598,271.326425266
0.110950741966,222.93691227
0.111202391335,196.532643383
0.111454040703,156.880644527
0.111705690072,178.147070281
0.11195733944,225.34973581
0.112208988809,233.601437503
0.112460638177,245.483126169
0.112712287546,245.380042723
0.112963936915,201.29443538
0.113215586283,207.268997446
0.113467235652,193.679854796
0.11371888502,210.56015007
0.113969202911,186.070836046
0.114220852279,230.795122351
0.114472501648,210.453134519
0.114724151016,166.363951542
0.114975800385,212.485766573
0.115227449753,232.834714726
0.115479099122,221.929693735
0.11573074849,217.089552952
0.115982397859,220.698554318
0.116234047228,191.77921467
0.116485696596,197.704646378
0.116737345965,188.472216713
0.116988995333,198.817865588
0.117240644702,219.332599546
0.11749229407,196.425631495
0.117743943439,219.005549125
0.117995592807,282.505796142
0.118247242176,210.173910089
0.118498891544,226.210150401
0.118750540913,191.203615708
0.119002190282,216.968907633
0.11925383965,215.769184707
0.119505489019,230.927341785
0.119755806909,231.746577365
0.120007456278,231.550650578
0.120259105646,221.150760659
0.120510755015,241.750999879
0.120762404383,189.011606275
0.121014053752,195.65104621
0.12126570312,229.56600035
0.121517352489,178.960020121
0.121769001857,191.255722813
0.122020651226,208.939744278
0.122272300595,184.237942875
0.122523949963,200.37137952
0.122775599332,165.049328207
0.1230272487,179.621210785
0.123278898069,216.915794744
0.123530547437,196.727272451
0.123782196806,221.748390093
0.124033846174,208.959462745
0.124285495543,200.514072631
0.124537144911,167.352343141
0.12478879428,189.81911736
0.125040443649,163.165379754
0.125290761539,195.238036012
0.125542410907,217.208587889
0.125794060276,177.620234381
0.126045709645,241.547268341
0.126297359013,234.690717162
0.126549008382,216.65976795
0.12680065775,184.692754402
0.127052307119,208.856964807
0.127303956487,206.247925272
0.127555605856,155.585225937
0.127807255224,198.059176432
0.128058904593,203.643314401
0.128310553961,159.925475845
0.12856220333,206.598872093
0.128813852699,163.788317318
0.129065502067,177.946074334
0.129317151436,183.208172977
0.129568800804,211.01379077
0.129820450173,208.623701657
0.130072099541,205.73188952
0.13032374891,189.723229653
0.130575398278,204.90029142
0.130825716169,238.582962509
0.131077365537,199.828864274
0.131329014906,205.286539976
0.131580664274,202.396517924
0.131832313643,162.880298553
0.132083963012,151.089681516
0.13233561238,187.597861226
0.132587261749,219.610460622
0.132838911117,207.493967658
0.133090560486,182.165270358
0.133342209854,162.92095475
0.133593859223,166.381529399
0.133845508591,194.159645049
0.13409715796,182.141002187
0.134348807328,152.134496188
0.134600456697,199.202986669
0.134852106066,183.806328386
0.135103755434,167.482137131
0.135355404803,174.819190496
0.135607054171,159.490268601
0.13585870354,172.441573723
0.136110352908,173.862093013
0.136362002277,188.629869827
0.136612320167,183.710458589
0.136863969536,201.716033328
0.137115618904,137.448237555
0.137367268273,151.765060911
0.137618917641,155.611105672
0.13787056701,193.660639965
0.138122216379,154.478559468
0.138373865747,203.769078858
0.138625515116,240.762127402
0.138877164484,196.28527369
0.139128813853,192.804998904
0.139380463221,207.280832146
0.13963211259,176.483636303
0.139883761958,193.783551722
0.140135411327,202.103966851
0.140387060695,152.429626726
0.140638710064,194.331589239
0.140890359433,156.683432041
0.141142008801,157.773493152
0.14139365817,111.409492994
0.141645307538,173.18428141
0.141896956907,148.874724936
0.142147274797,237.59977876
0.142398924166,164.90629016
0.142650573534,161.679259956
0.142902222903,204.038926635
0.143153872271,165.902779176
0.14340552164,175.241324757
0.143657171008,224.324887322
0.143908820377,151.558089384
0.144160469745,150.654217025
0.144412119114,176.160707947
0.144663768483,183.256924652
0.144915417851,175.534401445
0.14516706722,133.768402159
0.145418716588,123.151079968
0.145670365957,166.798233103
0.145922015325,129.837421717
0.146173664694,206.459728879
0.146425314062,172.309473066
0.146676963431,168.094747924
0.146928612799,158.615013946
0.147180262168,186.75441593
0.147431911537,163.845783038
0.147682229427,185.072121862
0.147933878796,184.940623317
0.148185528164,159.362260607
0.148437177533,198.76150348
0.148688826901,190.197758067
0.14894047627,158.367400794
0.149192125638,150.141552753
0.149443775007,165.586904045
0.149695424375,145.550025417
0.149947073744,157.824124775
0.150198723112,198.682021378
0.150450372481,169.394572193
0.15070202185,186.347172352
0.150953671218,136.846880543
0.151205320587,125.360124815
0.151456969955,150.92217991
0.151708619324,170.329410261
0.151960268692,157.952940075
0.152211918061,156.940233975
0.152463567429,188.60921074
0.152715216798,193.277647449
0.152966866166,191.746748976
0.153218515535,170.084171405
0.153468833425,137.759166374
0.153720482794,179.64136787
0.153972132163,120.994084279
0.154223781531,164.225362941
0.1544754309,132.063220026
0.154727080268,162.339765439
0.154978729637,144.521238217
0.155230379005,136.062823887
0.155482028374,173.442477741
0.155733677742,122.732715391
0.155985327111,170.230621382
0.156236976479,150.421093319
0.156488625848,122.450054748
0.156740275217,194.346816774
0.156991924585,170.558675313
0.157243573954,131.920076397
0.157495223322,165.160222513
0.157746872691,139.705015118
0.157998522059,179.956665195
0.158250171428,161.17285321
0.158501820796,133.894158821
0.158753470165,148.781131821
0.159003788055,155.972327264
0.159255437424,183.224815788
0.159507086792,177.153655139
0.159758736161,115.758162466
0.160010385529,158.039996688
0.160262034898,169.390309724
0.160513684267,146.212230369
0.160765333635,177.229903533
0.161016983004,181.498180568
0.161268632372,161.813397153
0.161520281741,149.157529897
0.161771931109,153.534270085
0.162023580478,177.0125634
0.162275229846,147.187676839
0.162526879215,163.462314399
0.162778528584,124.263117092
0.163030177952,127.357846146
0.163281827321,124.751028038
0.163533476689,172.202535946
0.163785126058,122.203187865
0.164036775426,154.256250809
0.164288424795,168.131641166
0.164538742685,150.853959406
0.164790392054,178.755642213
0.165042041422,166.370873251
0.165293690791,121.305326057
0.165545340159,125.696879717
0.165796989528,138.680413744
0.166048638896,155.115995298
0.166300288265,160.363522118
0.166551937634,196.535117588
0.166803587002,186.336963979
0.167055236371,175.032523618
0.167306885739,136.792812912
0.167558535108,141.398939487
0.167810184476,118.355733868
0.168061833845,133.860207324
0.168313483213,127.003636895
0.168565132582,127.066787379
0.16881678195,164.854019194
0.169068431319,162.399375977
0.169320080688,152.821263526
0.169571730056,147.432303533
0.169823379425,160.211347211
0.170075028793,79.7468646397
0.170325346684,179.884869701
0.170576996052,78.2330800477
0.170828645421,126.967236296
0.171080294789,105.025997187
0.171331944158,151.940875813
0.171583593526,165.735671473
0.171835242895,186.241716816
0.172086892263,152.660282631
0.172338541632,167.422434371
0.172590191001,148.32504346
0.172841840369,168.926854514
0.173093489738,142.555726167
0.173345139106,126.040229526
0.173596788475,121.568241668
0.173848437843,165.067668996
0.174100087212,108.422432895
0.17435173658,176.184573519
0.174603385949,185.043910685
0.174855035317,159.745598481
0.175106684686,153.7302916
0.175358334055,91.6222973525
0.175609983423,151.608989653
0.175860301314,117.763813564
0.176111950682,121.167259025
0.176363600051,158.658437625
0.176615249419,143.601445944
0.176866898788,147.694577236
0.177118548156,113.544677255
0.177370197525,157.930778513
0.177621846893,134.8654799
0.177873496262,193.253624314
0.17812514563,105.605393413
0.178376794999,143.960526755
0.178628444368,141.931641682
0.178880093736,157.348191246
0.179131743105,130.285415117
0.179383392473,150.447604238
0.179635041842,179.106875078
0.17988669121,172.05413266
0.180138340579,132.840022106
0.180389989947,149.262373856
0.180641639316,114.017048795
0.180893288684,166.522134332
0.181144938053,127.128970464
0.181395255943,161.101136352
0.181646905312,112.288824014
0.18189855468,127.053693696
0.182150204049,119.536345022
0.182401853418,160.494086013
0.182653502786,122.398574485
0.182905152155,142.056509823
0.183156801523,175.373270185
0.183408450892,150.741760667
0.18366010026,135.201151741
0.183911749629,177.887740914
0.184163398997,123.1364189
0.184415048366,131.425468675
0.184666697734,113.176799407
0.184918347103,111.135246402
0.185169996472,107.891440608
0.18542164584,158.309098598
0.185673295209,167.6348197
0.185924944577,157.002048121
0.186176593946,165.123056275
0.186428243314,193.167493762
0.186679892683,139.561666735
0.186931542051,140.756312207
0.187181859942,155.129712253
0.18743350931,123.7264053
0.187685158679,130.490576221
0.187936808047,140.613735434
0.188188457416,167.485413173
0.188440106785,119.241778555
0.188691756153,163.641675445
0.188943405522,146.713278809
0.18919505489,146.722012314
0.189446704259,149.862410424
0.189698353627,178.863392874
0.189950002996,150.323681868
0.190201652364,150.390508734
0.190453301733,113.996865133
0.190704951101,123.333009243
0.19095660047,115.246338216
0.191208249839,150.548291818
0.191459899207,149.66738342
0.191711548576,203.910078562
0.191963197944,142.287948665
0.192214847313,187.189641471
0.192466496681,186.252020907
0.192716814572,165.512680335
0.19296846394,128.463201273
0.193220113309,134.127160839
0.193471762677,166.522742857
0.193723412046,132.376657989
0.193975061414,156.822360553
0.194226710783,128.804792854
0.194478360152,161.709112913
0.19473000952,90.4090865199
0.194981658889,153.342846624
0.195233308257,119.614613081
0.195484957626,118.017538425
0.195736606994,162.866317718
0.195988256363,182.418538695
0.196239905731,169.798583185
0.1964915551,135.620949311
0.196743204468,132.308788509
0.196994853837,127.546354842
0.197246503206,104.783969806
0.197498152574,129.304101131
0.197749801943,125.126356314
0.198001451311,137.986885152
0.198251769202,148.425157767
0.19850341857,168.951701508
0.198755067939,181.878499492
0.199006717307,157.753641538
0.199258366676,143.310336955
0.199510016044,125.570833252
0.199761665413,137.529676622
0.200013314781,115.839552217
0.20026496415,123.559593715
0.200516613518,140.562164963
0.200768262887,169.476341804
0.201019912256,146.345187424
0.201271561624,171.706439362
0.201523210993,168.460968769
0.201774860361,165.885613165
0.20202650973,118.040212831
0.202278159098,124.629957553
0.202529808467,132.516907802
0.202781457835,149.321221896
0.203033107204,181.286531869
0.203284756573,191.657003007
0.203536405941,127.593196555
0.20378805531,168.319226414
0.2040383732,113.873660156
0.204290022569,154.988270181
0.204541671937,159.563206456
0.204793321306,137.008350989
0.205044970674,187.010091959
0.205296620043,149.687245943
0.205548269411,185.219597444
0.20579991878,82.699630763
0.206051568148,130.90079116
0.206303217517,124.839035994
0.206554866885,145.409992936
0.206806516254,157.936043554
0.207058165623,149.016748139
0.207309814991,147.284977719
0.20756146436,147.519567128
0.207813113728,155.262311358
0.208064763097,102.49821959
0.208316412465,138.329496979
0.208568061834,156.906477315
0.208819711202,152.385051213
0.209071360571,160.640143741
0.209323009939,107.207496051
0.20957332783,138.181666653
0.209824977198,141.656008607
0.210076626567,123.052038505
0.210328275936,166.385342443
0.210579925304,165.005688365
0.210831574673,157.560871579
0.211083224041,142.170917602
0.21133487341,149.375486087
0.211586522778,155.836305391
0.211838172147,134.084790143
0.212089821515,157.851928243
0.212341470884,163.440193233
0.212593120252,121.805216664
0.212844769621,158.863294759
0.21309641899,129.731786732
0.213348068358,139.837929749
0.213599717727,184.437665348
0.213851367095,119.46935797
0.214103016464,136.808576156
0.214354665832,155.672750555
0.214606315201,143.684318057
0.214857964569,120.012179523
0.21510828246,163.517168689
0.215359931828,155.561884608
0.215611581197,137.287463979
0.215863230565,131.920746158
0.216114879934,120.465742415
0.216366529303,176.970740462
0.216618178671,126.864693726
0.21686982804,147.469064181
0.217121477408,150.192671928
0.217373126777,144.636441231
0.217624776145,125.476593287
0.217876425514,119.577962506
0.218128074882,153.305119918
0.218379724251,157.48293825
0.218631373619,114.512670595
0.218883022988,121.412397011
0.219134672357,124.484281997
0.219386321725,132.060236913
0.219637971094,122.682562622
0.219889620462,154.988826866
0.220141269831,123.426548588
0.220392919199,175.590461765
0.220644568568,146.23144137
0.220894886458,161.310087326
0.221146535827,163.149601895
0.221398185195,152.773134792
0.221649834564,181.361624353
0.221901483932,175.108348963
0.222153133301,171.420396154
0.222404782669,164.543530359
0.222656432038,143.434474763
0.222908081407,150.526172922
0.223159730775,153.191893776
0.223411380144,167.878015832
0.223663029512,141.44210051
0.223914678881,157.270224216
0.224166328249,133.515825234
0.224417977618,168.60138328
0.224669626986,139.942673389
0.224921276355,150.456137048
0.225172925723,160.116779446
0.225424575092,149.151264388
0.225676224461,160.68493545
0.225927873829,172.241983482
0.226179523198,170.967993423
0.226429841088,170.700575382
0.226681490457,202.4123434
0.226933139825,148.985306107
0.227184789194,161.878723674
0.227436438562,94.5574197869
0.227688087931,143.526656187
0.227939737299,148.714460761
0.228191386668,141.925933316
0.228443036036,154.551089576
0.228694685405,135.905850567
0.228946334774,157.187837897
0.229197984142,119.394171125
0.229449633511,150.343183793
0.229701282879,146.439407385
0.229952932248,172.465605933
0.230204581616,217.90093489
0.230456230985,127.490926093
0.230707880353,144.467564124
0.230959529722,137.171216767
0.23121117909,165.532289167
0.231462828459,133.681137449
0.231714477828,166.514971931
0.231964795718,155.776292704
0.232216445087,148.537730889
0.232468094455,155.148062483
0.232719743824,146.91574783
0.232971393192,182.966323093
0.233223042561,123.848693866
0.233474691929,151.261623046
0.233726341298,143.789757755
0.233977990666,135.609932495
0.234229640035,123.822471961
0.234481289403,131.125919984
0.234732938772,165.110717693
0.234984588141,155.426097523
0.235236237509,149.112090348
0.235487886878,122.130794782
0.235739536246,142.083580924
0.235991185615,98.4590312645
0.236242834983,120.598570099
0.236494484352,148.556690586
0.23674613372,111.852731513
0.236997783089,107.569637824
0.237249432457,99.4611036038
0.237501081826,159.692342291
0.237751399716,164.476483023
0.238003049085,168.732536494
0.238254698453,170.985890224
0.238506347822,123.288535735
0.238757997191,118.308858577
0.239009646559,118.081459214
0.239261295928,122.962535555
0.239512945296,152.411581194
0.239764594665,139.157332071
0.240016244033,131.744233607
0.240267893402,172.855527343
0.24051954277,162.226643665
0.240771192139,127.297942312
0.241022841508,105.882594093
0.241274490876,149.859369424
0.241526140245,114.056347699
0.241777789613,105.944141301
0.242029438982,124.019479303
0.24228108835,137.750136229
0.242532737719,126.950255059
0.242784387087,120.654815499
0.243036036456,118.418438001
0.243286354346,133.062783104
0.243538003715,154.501070684
0.243789653083,163.701903951
0.244041302452,154.09288287
0.24429295182,165.912491337
0.244544601189,125.646245681
0.244796250558,112.085541721
0.245047899926,112.617780769
0.245299549295,133.857619916
0.245551198663,117.237426821
0.245802848032,158.594394616
0.2460544974,154.210931082
0.246306146769,165.860523201
0.246557796137,137.726490943
0.246809445506,143.853013755
0.247061094874,120.317896465
0.247312744243,134.576677697
0.247564393612,156.64133212
0.24781604298,118.289534644
0.248067692349,130.006004901
0.248319341717,139.330321684
0.248570991086,159.12311977
0.248821308976,130.583327353
0.249072958345,169.833525446
0.249324607713,154.214687702
0.249576257082,171.972901536
0.24982790645,136.107015609
0.250079555819,146.03207218
0.250331205187,130.731721425
0.250582854556,115.89665281
0.250834503925,125.218603011
0.251086153293,118.189280599
0.251337802662,142.209075312
0.25158945203,153.353895102
